geo,date,I_official,I_recon,diff,abs_diff
NL,2011-04-01,94.77,94.77134644932636,0.001346449326362631,0.001346449326362631
NL,2011-05-01,94.84,94.84096127208869,0.0009612720886877923,0.0009612720886877923
NL,2011-06-01,94.23,94.23487878238028,0.00487878238027406,0.00487878238027406
NL,2011-07-01,94.54,94.54263312180522,0.0026331218052177974,0.0026331218052177974
NL,2011-08-01,94.65,94.6562528531387,0.006252853138690284,0.006252853138690284
NL,2011-09-01,95.12,95.12038704346966,0.0003870434696580105,0.0003870434696580105
NL,2011-10-01,95.22,95.220107193327,0.00010719332699693496,0.00010719332699693496
NL,2011-11-01,94.84,94.84570504600285,0.005705046002844938,0.005705046002844938
NL,2011-12-01,94.54,94.54234914368293,0.002349143682920385,0.002349143682920385
NL,2012-01-01,94.66,94.66018333321486,0.0001833332148635236,0.0001833332148635236
NL,2012-02-01,95.6,95.60383013544421,0.0038301354442182856,0.0038301354442182856
NL,2012-03-01,96.93,96.92752351334325,-0.0024764866567608124,0.0024764866567608124
NL,2012-04-01,97.39,97.39419319668102,0.004193196681015365,0.004193196681015365
